tweet_id,favorites,retweets,user_followers,user_favourites,date_time
884925521741709313,75832,17802,7729160,140963,2017-07-12 00:01:00
884876753390489601,27358,5473,7729160,140963,2017-07-11 20:47:12
884562892145688576,23800,4575,7729160,140963,2017-07-11 00:00:02
884441805382717440,26445,5520,7729160,140963,2017-07-10 15:58:53
884247878851493888,71505,20002,7729160,140963,2017-07-10 03:08:17
884162670584377345,19936,2913,7729160,140963,2017-07-09 21:29:42
883838122936631299,21457,3367,7729160,140963,2017-07-09 00:00:04
883482846933004288,44977,9686,7729787,140963,2017-07-08 00:28:19
883360690899218434,22223,3612,7729160,140963,2017-07-07 16:22:55
883117836046086144,36387,6502,7729160,140963,2017-07-07 00:17:54
882992080364220416,23480,3828,7729160,140963,2017-07-06 15:58:11
882762694511734784,27714,4790,7729160,140963,2017-07-06 00:46:41
882627270321602560,27364,5938,7729160,140963,2017-07-05 15:48:34
882268110199369728,44022,11323,7729160,140963,2017-07-04 16:01:23
882045870035918850,28758,4847,7729160,140963,2017-07-04 01:18:17
881906580714921986,23815,3313,7729160,140963,2017-07-03 16:04:48
881666595344535552,49554,10421,7729160,140963,2017-07-03 00:11:11
881633300179243008,124,7,7729160,140963,2017-07-02 21:58:53
881536004380872706,48420,15585,7729160,140963,2017-07-02 15:32:16
881268444196462592,22627,5058,7729160,140963,2017-07-01 21:49:04
880935762899988482,16686,2716,7729160,140963,2017-06-30 23:47:07
880872448815771648,20852,3735,7729160,140963,2017-06-30 19:35:32
880465832366813184,27948,6133,7729160,140963,2017-06-29 16:39:47
880221127280381952,26498,4117,7729160,140963,2017-06-29 00:27:25
880095782870896641,27077,4250,7729787,140963,2017-06-28 16:09:20
879862464715927552,21894,3413,7729160,140963,2017-06-28 00:42:13
879674319642796034,304,10,7729160,140963,2017-06-27 12:14:36
879492040517615616,22967,3107,7729160,140963,2017-06-27 00:10:17
879415818425184262,103745,43286,7729160,140963,2017-06-26 19:07:24
879376492567855104,16461,3045,7729160,140963,2017-06-26 16:31:08
879130579576475649,0,6663,7729160,140963,2017-06-26 00:13:58
879050749262655488,22096,4609,7729160,140963,2017-06-25 18:56:45
879008229531029506,18602,2637,7729160,140963,2017-06-25 16:07:47
878776093423087618,19030,4039,7729160,140963,2017-06-25 00:45:22
878604707211726852,29648,7047,7729160,140963,2017-06-24 13:24:20
878404777348136964,0,1259,7729160,140963,2017-06-24 00:09:53
878316110768087041,0,6506,7729160,140963,2017-06-23 18:17:33
878281511006478336,7589,1259,7729160,140963,2017-06-23 16:00:04
878057613040115712,41206,6663,7729160,140963,2017-06-23 01:10:23
877736472329191424,78201,18672,7729160,140963,2017-06-22 03:54:17
877611172832227328,0,79,7729160,140963,2017-06-21 19:36:23
877556246731214848,22290,3726,7729160,140963,2017-06-21 15:58:08
877316821321428993,26862,5076,7729160,140963,2017-06-21 00:06:44
877201837425926144,26599,5467,7729160,140963,2017-06-20 16:29:50
876838120628539392,20305,3270,7729160,140963,2017-06-19 16:24:33
876537666061221889,23075,4549,7729160,140963,2017-06-18 20:30:39
876484053909872640,18410,2351,7729160,140963,2017-06-18 16:57:37
876120275196170240,27403,4592,7729160,140963,2017-06-17 16:52:05
875747767867523072,24732,4213,7729160,140963,2017-06-16 16:11:53
875144289856114688,21538,4836,7729161,140963,2017-06-15 00:13:52
875097192612077568,26910,5938,7729161,140963,2017-06-14 21:06:43
875021211251597312,25010,4631,7729161,140963,2017-06-14 16:04:48
874680097055178752,27311,4556,7729161,140963,2017-06-13 17:29:20
874434818259525634,0,14447,7729161,140963,2017-06-13 01:14:41
874296783580663808,25591,4031,7729161,140963,2017-06-12 16:06:11
874057562936811520,22283,3891,7729161,140963,2017-06-12 00:15:36
874012996292530176,33967,10225,7729161,140963,2017-06-11 21:18:31
873580283840344065,23788,3874,7729161,140963,2017-06-10 16:39:04
873337748698140672,0,1560,7729161,140963,2017-06-10 00:35:19
873213775632977920,7111,1560,7729161,140963,2017-06-09 16:22:42
872967104147763200,26902,5331,7729161,140963,2017-06-09 00:02:31
872820683541237760,14480,3638,7729161,140963,2017-06-08 14:20:41
872620804844003328,20471,3639,7729161,140963,2017-06-08 01:06:27
872486979161796608,40045,8906,7729161,140963,2017-06-07 16:14:40
872261713294495745,33681,6238,7729161,140963,2017-06-07 01:19:32
872122724285648897,33897,8022,7729161,140963,2017-06-06 16:07:15
871879754684805121,37378,11018,7729161,140963,2017-06-06 00:01:46
871762521631449091,19971,3436,7729161,140963,2017-06-05 16:15:56
871515927908634625,19923,3418,7729161,140963,2017-06-04 23:56:03
871166179821445120,0,5635,7729161,140963,2017-06-04 00:46:17
871102520638267392,20656,5453,7729161,140963,2017-06-03 20:33:19
871032628920680449,22377,3778,7729161,140963,2017-06-03 15:55:36
870804317367881728,33202,6151,7729161,140963,2017-06-03 00:48:22
870726314365509632,118,3,7729161,140963,2017-06-02 19:38:25
870656317836468226,12263,2619,7729160,140963,2017-06-02 15:00:16
870374049280663552,81737,26008,7729160,140963,2017-06-01 20:18:38
870308999962521604,21583,4122,7729160,140963,2017-06-01 16:00:09
870063196459192321,36241,8281,7729160,140963,2017-05-31 23:43:25
869772420881756160,41944,9963,7729160,140963,2017-05-31 04:27:59
869702957897576449,27931,6305,7729160,140963,2017-05-30 23:51:58
869596645499047938,15813,3119,7729160,140963,2017-05-30 16:49:31
869227993411051520,20253,3768,7729160,140963,2017-05-29 16:24:37
868880397819494401,64997,14410,7729160,140963,2017-05-28 17:23:24
868639477480148993,0,2088,7729160,140963,2017-05-28 01:26:04
868622495443632128,26504,5277,7729160,140963,2017-05-28 00:18:35
868552278524837888,10041,2088,7729160,140963,2017-05-27 19:39:34
867900495410671616,24005,4171,7729160,140963,2017-05-26 00:29:37
867774946302451713,33720,7323,7729160,140963,2017-05-25 16:10:44
867421006826221569,15998,2501,7729160,140963,2017-05-24 16:44:18
867072653475098625,0,121,7729160,140963,2017-05-23 17:40:04
867051520902168576,32036,7858,7729160,140963,2017-05-23 16:16:06
866720684873056260,19956,4807,7729160,140963,2017-05-22 18:21:28
866686824827068416,19206,3478,7729160,140963,2017-05-22 16:06:55
866450705531457537,121612,35310,7729160,140963,2017-05-22 00:28:40
866334964761202691,52302,14447,7729160,140963,2017-05-21 16:48:45
866094527597207552,0,8385,7729160,140963,2017-05-21 00:53:21
865718153858494464,25539,5630,7729160,140963,2017-05-19 23:57:46
865359393868664832,26376,5010,7729160,140963,2017-05-19 00:12:11
865006731092295680,27912,7705,7729160,140963,2017-05-18 00:50:50
864873206498414592,32206,8735,7729160,140963,2017-05-17 16:00:15
864279568663928832,14592,3043,7729160,140963,2017-05-16 00:41:21
864197398364647424,30092,8970,7729160,140963,2017-05-15 19:14:50
863907417377173506,20578,4161,7729160,140963,2017-05-15 00:02:33
863553081350529029,15289,4204,7729160,140963,2017-05-14 00:34:33
863471782782697472,0,2464,7729160,140963,2017-05-13 19:11:30
863432100342583297,23802,5281,7729160,140963,2017-05-13 16:33:49
863427515083354112,2262,97,7729160,140963,2017-05-13 16:15:35
863079547188785154,8761,1113,7729160,140963,2017-05-12 17:12:53
863062471531167744,8525,2464,7729160,140963,2017-05-12 16:05:02
862831371563274240,19173,5135,7729160,140963,2017-05-12 00:46:44
862722525377298433,17058,3552,7729160,140963,2017-05-11 17:34:13
862457590147678208,20548,4996,7729160,140963,2017-05-11 00:01:27
862096992088072192,74619,23495,7729160,140963,2017-05-10 00:08:34
861383897657036800,36170,10813,7729161,140963,2017-05-08 00:54:59
861288531465048066,17222,4194,7729161,140963,2017-05-07 18:36:02
861005113778896900,16753,3834,7729161,140963,2017-05-06 23:49:50
860981674716409858,0,2182,7729161,140963,2017-05-06 22:16:42
860924035999428608,0,830,7729161,140963,2017-05-06 18:27:40
860563773140209665,7540,2182,7729162,140963,2017-05-05 18:36:06
860524505164394496,23708,5350,7729162,140963,2017-05-05 16:00:04
860276583193509888,18359,3515,7729162,140963,2017-05-04 23:34:55
860184849394610176,16741,5925,7729162,140963,2017-05-04 17:30:24
860177593139703809,0,31282,7729162,140963,2017-05-04 17:01:34
859924526012018688,19633,4141,7729162,140963,2017-05-04 00:15:58
859851578198683649,15479,3561,7729162,140963,2017-05-03 19:26:06
859607811541651456,18689,1599,7729162,140963,2017-05-03 03:17:27
859196978902773760,90445,30649,7729163,140963,2017-05-02 00:04:57
859074603037188101,34075,13838,7729163,140963,2017-05-01 15:58:40
858860390427611136,0,8287,7729163,140963,2017-05-01 01:47:28
858843525470990336,15635,3539,7729163,140963,2017-05-01 00:40:27
858471635011153920,21656,4928,7729163,140963,2017-04-30 00:02:42
858107933456039936,15846,2959,7729163,140963,2017-04-28 23:57:28
857989990357356544,16262,2632,7729163,140963,2017-04-28 16:08:49
857746408056729600,34562,10843,7729163,140963,2017-04-28 00:00:54
857393404942143489,5961,1677,7729163,140963,2017-04-27 00:38:11
857263160327368704,20197,4606,7729163,140963,2017-04-26 16:00:39
857214891891077121,229,18,7729164,140963,2017-04-26 12:48:51
857062103051644929,0,176,7729164,140963,2017-04-26 02:41:43
857029823797047296,19131,4095,7729164,140963,2017-04-26 00:33:27
856602993587888130,0,10934,7729164,140963,2017-04-24 20:17:23
856543823941562368,16429,2948,7729164,140963,2017-04-24 16:22:16
856526610513747968,11974,1930,7729164,140963,2017-04-24 15:13:52
856330835276025856,0,697,7729164,140963,2017-04-24 02:15:55
856288084350160898,525,17,7729164,140963,2017-04-23 23:26:03
856282028240666624,28055,6480,7729164,140963,2017-04-23 23:01:59
855862651834028034,348,27,7729164,140963,2017-04-22 19:15:32
855860136149123072,5096,1054,7729164,140963,2017-04-22 19:05:32
855857698524602368,12003,2166,7729164,140963,2017-04-22 18:55:51
855851453814013952,46055,18196,7729164,140963,2017-04-22 18:31:02
855818117272018944,26974,5585,7729164,140963,2017-04-22 16:18:34
855459453768019968,30349,8438,7729165,140963,2017-04-21 16:33:22
855245323840757760,0,6156,7729165,140963,2017-04-21 02:22:29
855138241867124737,0,47,7729165,140963,2017-04-20 19:16:59
854732716440526848,23202,6294,7729165,140963,2017-04-19 16:25:34
854482394044301312,29802,7085,7729165,140963,2017-04-18 23:50:52
854365224396361728,19226,4844,7729165,140963,2017-04-18 16:05:17
854120357044912130,32535,7732,7729165,140963,2017-04-17 23:52:16
854010172552949760,16503,3260,7729165,140963,2017-04-17 16:34:26
853760880890318849,29137,5990,7729165,140963,2017-04-17 00:03:50
853639147608842240,35525,10507,7729165,140963,2017-04-16 16:00:07
853299958564483072,15855,3704,7729165,140963,2017-04-15 17:32:18
852936405516943360,0,2082,7729165,140963,2017-04-14 17:27:40
852912242202992640,9267,1906,7729165,140963,2017-04-14 15:51:39
852672615818899456,15255,2244,7729165,140963,2017-04-13 23:59:28
852553447878664193,16735,3653,7729165,140963,2017-04-13 16:05:56
852311364735569921,33892,10273,7729792,140963,2017-04-13 00:03:59
852226086759018497,20481,7075,7729165,140963,2017-04-12 18:25:07
852189679701164033,11739,1655,7729165,140963,2017-04-12 16:00:27
851953902622658560,0,10022,7729165,140963,2017-04-12 00:23:33
851861385021730816,0,23,7729165,140963,2017-04-11 18:15:55
851591660324737024,16621,3616,7729165,140963,2017-04-11 00:24:08
851464819735769094,24890,7393,7729165,140963,2017-04-10 16:00:07
851224888060895234,21236,5964,7729165,140963,2017-04-10 00:06:42
850753642995093505,31844,9684,7729165,140963,2017-04-08 16:54:09
850380195714523136,13422,2734,7729165,140963,2017-04-07 16:10:12
850333567704068097,3534,350,7729165,140963,2017-04-07 13:04:55
850145622816686080,16793,4006,7729165,140963,2017-04-07 00:38:06
850019790995546112,21041,5114,7729165,140963,2017-04-06 16:18:05
849776966551130114,31362,7957,7729165,140963,2017-04-06 00:13:11
849668094696017920,0,5184,7729165,140963,2017-04-05 17:00:34
849412302885593088,16353,3291,7729165,140963,2017-04-05 00:04:08
849336543269576704,11767,1978,7729165,140963,2017-04-04 19:03:06
849051919805034497,43776,8927,7729165,140963,2017-04-04 00:12:06
848690551926992896,25989,4531,7729165,140963,2017-04-03 00:16:10
848324959059550208,25536,4821,7729165,140963,2017-04-02 00:03:26
848213670039564288,8437,780,7729165,140963,2017-04-01 16:41:12
848212111729840128,16847,3216,7729165,140963,2017-04-01 16:35:01
847978865427394560,0,3424,7729165,140963,2017-04-01 01:08:10
847971574464610304,0,448,7729165,140963,2017-04-01 00:39:12
847962785489326080,24290,5359,7729792,140963,2017-04-01 00:04:17
847842811428974592,5651,1411,7729165,140963,2017-03-31 16:07:33
847617282490613760,7246,444,7729166,140963,2017-03-31 01:11:22
847606175596138505,19414,3570,7729166,140963,2017-03-31 00:27:14
847251039262605312,21145,4511,7729166,140963,2017-03-30 00:56:03
847157206088847362,20623,6161,7729166,140963,2017-03-29 18:43:12
847116187444137987,22138,3370,7729166,140963,2017-03-29 16:00:12
846874817362120707,20763,4130,7729166,140963,2017-03-29 00:01:05
846514051647705089,46200,12222,7729166,140963,2017-03-28 00:07:32
846505985330044928,14601,3249,7729166,140963,2017-03-27 23:35:28
846153765933735936,32813,9567,7729166,140963,2017-03-27 00:15:53
846139713627017216,31998,10422,7729166,140963,2017-03-26 23:20:02
846042936437604353,16567,3057,7729166,140963,2017-03-26 16:55:29
845812042753855489,30358,9219,7729166,140963,2017-03-26 01:38:00
845677943972139009,26033,5046,7729166,140963,2017-03-25 16:45:08
845397057150107648,7919,1907,7729166,140963,2017-03-24 22:08:59
845306882940190720,24180,5690,7729166,140963,2017-03-24 16:10:40
845098359547420673,0,8089,7729165,140963,2017-03-24 02:22:04
844979544864018432,14130,2724,7729165,140963,2017-03-23 18:29:57
844973813909606400,15677,3397,7729165,140963,2017-03-23 18:07:10
844704788403113984,40184,10934,7729165,140963,2017-03-23 00:18:10
844580511645339650,17109,3324,7729165,140963,2017-03-22 16:04:20
844223788422217728,14157,2328,7729165,140963,2017-03-21 16:26:50
843981021012017153,15720,3095,7729165,140963,2017-03-21 00:22:10
843856843873095681,22248,4904,7729165,140963,2017-03-20 16:08:44
843604394117681152,17544,2918,7729165,140963,2017-03-19 23:25:35
843235543001513987,22360,6408,7729165,140963,2017-03-18 22:59:54
842846295480000512,15819,3816,7729165,140963,2017-03-17 21:13:10
842765311967449089,7012,1353,7729165,140963,2017-03-17 15:51:22
842535590457499648,18811,3716,7729165,140963,2017-03-17 00:38:32
842163532590374912,25462,6156,7729165,140963,2017-03-16 00:00:07
842115215311396866,14569,3217,7729165,140963,2017-03-15 20:48:07
841833993020538882,0,16273,7729165,140963,2017-03-15 02:10:39
841680585030541313,26685,8229,7729165,140963,2017-03-14 16:01:03
841439858740625411,13138,3904,7729165,140963,2017-03-14 00:04:30
841320156043304961,20588,5783,7729165,140963,2017-03-13 16:08:50
841314665196081154,16484,4988,7729165,140963,2017-03-13 15:47:01
841077006473256960,23827,5635,7729165,140963,2017-03-13 00:02:39
840761248237133825,0,1862,7729165,140963,2017-03-12 03:07:56
840728873075638272,0,17183,7729165,140963,2017-03-12 00:59:17
840698636975636481,186,2,7729165,140963,2017-03-11 22:59:09
840696689258311684,12810,1041,7729165,140963,2017-03-11 22:51:24
840632337062862849,9353,1862,7729166,140963,2017-03-11 18:35:42
840370681858686976,17155,4830,7729166,140963,2017-03-11 01:15:58
840268004936019968,20097,6102,7729166,140963,2017-03-10 18:27:58
839990271299457024,13992,2440,7729166,140963,2017-03-10 00:04:21
839549326359670784,28720,8287,7729167,140963,2017-03-08 18:52:12
839290600511926273,0,152,7729167,140963,2017-03-08 01:44:07
839239871831150596,28402,6967,7729168,140963,2017-03-07 22:22:32
838952994649550848,20474,4233,7729169,140963,2017-03-07 03:22:35
838921590096166913,11659,2214,7729169,140963,2017-03-07 01:17:48
838916489579200512,0,36,7729169,140963,2017-03-07 00:57:32
838831947270979586,0,11779,7729169,140963,2017-03-06 19:21:35
838561493054533637,11404,1410,7729169,140963,2017-03-06 01:26:54
838476387338051585,23594,5127,7729169,140963,2017-03-05 19:48:43
838201503651401729,0,10755,7729169,140963,2017-03-05 01:36:26
838150277551247360,1754,354,7729169,140963,2017-03-04 22:12:52
838085839343206401,147,0,7729169,140963,2017-03-04 17:56:49
838083903487373313,18421,3368,7729169,140963,2017-03-04 17:49:08
837820167694528512,35746,8385,7729169,140963,2017-03-04 00:21:08
837482249356513284,4006,470,7729169,140963,2017-03-03 01:58:22
837471256429613056,13360,2447,7729169,140963,2017-03-03 01:14:41
837366284874571778,22108,5655,7729169,140963,2017-03-02 18:17:34
837110210464448512,16753,2551,7729170,140963,2017-03-02 01:20:01
836989968035819520,13303,2458,7729170,140963,2017-03-01 17:22:13
836753516572119041,20113,4929,7729170,140963,2017-03-01 01:42:39
836677758902222849,13194,2372,7729170,140963,2017-02-28 20:41:37
836648853927522308,0,584,7729170,140963,2017-02-28 18:46:45
836397794269200385,0,29552,7729169,140963,2017-02-28 02:09:08
836380477523124226,15418,3168,7729169,140963,2017-02-28 01:00:19
836260088725786625,22243,4586,7729169,140963,2017-02-27 17:01:56
836001077879255040,19988,4585,7729169,140963,2017-02-26 23:52:43
835685285446955009,0,8709,7729169,140963,2017-02-26 02:57:52
835574547218894849,18639,3873,7729169,140963,2017-02-25 19:37:50
835536468978302976,0,1823,7729169,140963,2017-02-25 17:06:32
835309094223372289,0,22497,7729169,140963,2017-02-25 02:03:02
835297930240217089,17206,3211,7729169,140963,2017-02-25 01:18:40
835264098648616962,8108,1823,7729169,140963,2017-02-24 23:04:14
835246439529840640,2191,78,7729169,140963,2017-02-24 21:54:03
835172783151792128,27361,6139,7729170,140963,2017-02-24 17:01:22
835152434251116546,23529,3232,7729170,140963,2017-02-24 15:40:31
834931633769889797,11340,1765,7729170,140963,2017-02-24 01:03:08
834786237630337024,22205,5883,7729170,140963,2017-02-23 15:25:23
834574053763584002,14333,2711,7729170,140963,2017-02-23 01:22:14
834477809192075265,0,11434,7729170,140963,2017-02-22 18:59:48
834458053273591808,10067,1795,7729170,140963,2017-02-22 17:41:18
834209720923721728,21597,5123,7729170,140963,2017-02-22 01:14:30
834167344700198914,16524,3895,7729170,140963,2017-02-21 22:26:07
834089966724603904,10533,2277,7729170,140963,2017-02-21 17:18:39
834086379323871233,13697,2378,7729170,140963,2017-02-21 17:04:24
833863086058651648,14060,2577,7729797,140963,2017-02-21 02:17:06
833826103416520705,18865,3996,7729170,140963,2017-02-20 23:50:09
833732339549220864,0,231,7729170,140963,2017-02-20 17:37:34
833722901757046785,21724,3444,7729170,140963,2017-02-20 17:00:04
833479644947025920,15585,2216,7729170,140963,2017-02-20 00:53:27
833124694597443584,21185,5184,7729170,140963,2017-02-19 01:23:00
832998151111966721,13946,2378,7729170,140963,2017-02-18 17:00:10
832769181346996225,0,40,7729170,140963,2017-02-18 01:50:19
832757312314028032,17656,3883,7729170,140963,2017-02-18 01:03:09
832682457690300417,12459,3149,7729171,140963,2017-02-17 20:05:43
832645525019123713,3068,557,7729171,140963,2017-02-17 17:38:57
832636094638288896,16625,2992,7729172,140963,2017-02-17 17:01:29
832397543355072512,12528,2387,7729172,140963,2017-02-17 01:13:34
832369877331693569,18027,3424,7729172,140963,2017-02-16 23:23:38
832273440279240704,11871,2504,7729172,140963,2017-02-16 17:00:25
832215909146226688,0,6649,7729172,140963,2017-02-16 13:11:49
832215726631055365,0,10079,7729172,140963,2017-02-16 13:11:05
832088576586297345,70,2,7729171,140963,2017-02-16 04:45:50
832040443403784192,0,10430,7729171,140963,2017-02-16 01:34:34
832032802820481025,18713,4979,7729170,140963,2017-02-16 01:04:13
831939777352105988,25187,6582,7729170,140963,2017-02-15 18:54:34
831926988323639298,359,35,7729170,140963,2017-02-15 18:03:45
831911600680497154,29056,7011,7729170,140963,2017-02-15 17:02:36
831670449226514432,10982,1947,7729171,140963,2017-02-15 01:04:21
831650051525054464,7550,2082,7729171,140963,2017-02-14 23:43:18
831552930092285952,9448,2464,7729171,140963,2017-02-14 17:17:22
831322785565769729,9683,1642,7729171,140963,2017-02-14 02:02:51
831315979191906304,6868,1197,7729171,140963,2017-02-14 01:35:49
831309418084069378,12332,2625,7729171,140963,2017-02-14 01:09:44
831262627380748289,12529,2203,7729171,140963,2017-02-13 22:03:49
830956169170665475,8370,1610,7729171,140963,2017-02-13 01:46:03
830583320585068544,70319,18094,7729171,140963,2017-02-12 01:04:29
830173239259324417,0,6138,7729171,140963,2017-02-10 21:54:58
830097400375152640,10339,3225,7729171,140963,2017-02-10 16:53:37
829878982036299777,0,5405,7729171,140963,2017-02-10 02:25:42
829861396166877184,12865,2103,7729171,140963,2017-02-10 01:15:49
829501995190984704,33417,11434,7729171,140963,2017-02-09 01:27:41
829449946868879360,11013,2188,7729171,140963,2017-02-08 22:00:52
829374341691346946,36426,10022,7729171,140963,2017-02-08 17:00:26
829141528400556032,25779,7986,7729171,140963,2017-02-08 01:35:19
829011960981237760,55772,17496,7729171,140963,2017-02-07 17:00:28
828801551087042563,0,3662,7729171,140963,2017-02-07 03:04:22
828770345708580865,26908,6322,7729171,140963,2017-02-07 01:00:22
828708714936930305,38541,12104,7729171,140963,2017-02-06 20:55:28
828650029636317184,10000,1453,7729171,140963,2017-02-06 17:02:17
828409743546925057,6626,1240,7729171,140963,2017-02-06 01:07:28
828408677031882754,8065,1385,7729171,140963,2017-02-06 01:03:14
828381636999917570,13295,2404,7729171,140963,2017-02-05 23:15:47
828376505180889089,7777,1147,7729171,140963,2017-02-05 22:55:23
828372645993398273,13221,3179,7729171,140963,2017-02-05 22:40:03
828361771580813312,2313,183,7729171,140963,2017-02-05 21:56:51
828046555563323392,12387,3089,7729171,140963,2017-02-05 01:04:17
828011680017821696,10913,2315,7729171,140963,2017-02-04 22:45:42
827933404142436356,21219,5634,7729171,140963,2017-02-04 17:34:40
827653905312006145,16237,3243,7729171,140963,2017-02-03 23:04:02
827600520311402496,7806,1023,7729171,140963,2017-02-03 19:31:54
827324948884643840,16724,3309,7729171,140963,2017-02-03 01:16:53
827199976799354881,11145,2421,7729171,140963,2017-02-02 17:00:17
826958653328592898,22754,5405,7729171,140963,2017-02-02 01:01:21
826848821049180160,38455,11028,7729171,140963,2017-02-01 17:44:55
826615380357632002,0,4269,7729171,140963,2017-02-01 02:17:19
826598799820865537,5390,272,7729171,140963,2017-02-01 01:11:25
826598365270007810,10628,2535,7729172,140963,2017-02-01 01:09:42
826476773533745153,19434,4532,7729172,140963,2017-01-31 17:06:32
826240494070030336,14013,2800,7729172,140963,2017-01-31 01:27:39
826204788643753985,5156,1006,7729172,140963,2017-01-30 23:05:46
826115272272650244,16518,3397,7729173,140963,2017-01-30 17:10:04
825876512159186944,11045,2024,7729173,140963,2017-01-30 01:21:19
825829644528148480,13442,2690,7729173,140963,2017-01-29 22:15:05
825535076884762624,54985,18589,7729173,140963,2017-01-29 02:44:34
825147591692263424,19339,4947,7729173,140963,2017-01-28 01:04:51
825120256414846976,0,1382,7729173,140963,2017-01-27 23:16:13
825026590719483904,6704,1382,7729173,140963,2017-01-27 17:04:02
824796380199809024,0,5949,7729173,140963,2017-01-27 01:49:15
824775126675836928,15823,3803,7729173,140963,2017-01-27 00:24:48
824663926340194305,10651,1880,7729173,140963,2017-01-26 17:02:56
824325613288833024,12462,11238,7729173,140963,2017-01-25 18:38:36
824297048279236611,15911,4187,7729173,140963,2017-01-25 16:45:05
824025158776213504,5044,638,7729174,140963,2017-01-24 22:44:42
823939628516474880,11248,2935,7729174,140963,2017-01-24 17:04:50
823719002937630720,0,12142,7729174,140963,2017-01-24 02:28:08
823699002998870016,13306,2616,7729174,140963,2017-01-24 01:08:40
823581115634085888,13795,2864,7729174,140963,2017-01-23 17:20:14
823333489516937216,736,27,7729175,140963,2017-01-23 00:56:15
823322678127919110,16649,4353,7729175,140963,2017-01-23 00:13:17
823269594223824897,0,10671,7729175,140963,2017-01-22 20:42:21
822975315408461824,18284,3729,7729175,140963,2017-01-22 01:12:59
822872901745569793,140023,47512,7729176,140963,2017-01-21 18:26:02
822859134160621569,13998,2478,7729176,140963,2017-01-21 17:31:20
822647212903690241,0,6946,7729177,140963,2017-01-21 03:29:14
822610361945911296,15633,3222,7729177,140963,2017-01-21 01:02:48
822489057087389700,19217,6946,7729177,140963,2017-01-20 17:00:46
822462944365645825,30123,15876,7729177,140963,2017-01-20 15:17:01
822244816520155136,37062,10671,7729177,140963,2017-01-20 00:50:15
822163064745328640,0,5211,7729177,140963,2017-01-19 19:25:24
821886076407029760,12015,2540,7729177,140963,2017-01-19 01:04:45
821813639212650496,0,3627,7729177,140963,2017-01-18 20:16:54
821765923262631936,8914,1809,7729177,140963,2017-01-18 17:07:18
821522889702862852,8501,1926,7729177,140963,2017-01-18 01:01:34
821421320206483457,0,6065,7729177,140963,2017-01-17 18:17:58
821407182352777218,12470,4712,7729177,140963,2017-01-17 17:21:47
821153421864615936,268,10,7729177,140963,2017-01-17 00:33:26
821149554670182400,9233,2189,7729177,140963,2017-01-17 00:18:04
821107785811234820,10156,2309,7729177,140963,2017-01-16 21:32:06
821044531881721856,13429,2486,7729177,140963,2017-01-16 17:20:45
820837357901512704,0,7281,7729178,140963,2017-01-16 03:37:31
820749716845686786,33445,10755,7729179,140963,2017-01-15 21:49:15
820690176645140481,12931,3493,7729179,140963,2017-01-15 17:52:40
820494788566847489,0,613,7729179,140963,2017-01-15 04:56:16
